,BP_1,BP_2,BP_3,BP_4,BP_5,BP_6,BP_7,BP_8,BP_9,BP_10,BP_11,BP_12,BP_13,BP_14,BP_15,BP_16,BP_17,BP_18,BP_19,BP_20,BP_21,BP_22,BP_23,BP_24
Erlang,1.0,0.25,0.0625,0.015625,0.00390625,0.0009765625,10.0,2.5,0.625,0.15625,0.0390625,0.009765625,100.0,25.0,6.25,1.5625,0.390625,0.09765625,1000.0,250.0,62.5,15.625,3.90625,0.9765625
1,0.21942169083012245,0.037414582519326126,0.001020408163265306,0.0,0.0,0.0,0.8259245795138945,0.5041643446064028,0.15123729063231828,0.0188370132257561,0.0018983577225249655,9.794319294809012e-05,0.9811496723505957,0.9242146291492895,0.7434736563298123,0.36952622430069904,0.07695723727204914,0.006088051947256217,0.9980144601388886,0.9919516072277992,0.9691381052833197,0.883130839634829,0.6263635084680972,0.218472913113866
,BP_1,BP_2,BP_3,BP_4,BP_5,BP_6,BP_7,BP_8,BP_9,BP_10,BP_11,BP_12,BP_13,BP_14,BP_15,BP_16,BP_17,BP_18,BP_19,BP_20,BP_21,BP_22,BP_23,BP_24
Erlang,1.0,0.25,0.0625,0.015625,0.00390625,0.0009765625,10.0,2.5,0.625,0.15625,0.0390625,0.009765625,100.0,25.0,6.25,1.5625,0.390625,0.09765625,1000.0,250.0,62.5,15.625,3.90625,0.9765625
5,0.0,0.0,0.0,0.0,0.0,0.0,0.204559264899365,0.00048763644908975405,0.0,0.0,0.0,0.0,0.9002772593540499,0.6180118889082535,0.049657544836265166,0.0,0.0,0.0,0.9897341230125789,0.9595089318099926,0.8419527779410654,0.4143378552632921,0.004643388418751639,0.0
,BP_1,BP_2,BP_3,BP_4,BP_5,BP_6,BP_7,BP_8,BP_9,BP_10,BP_11,BP_12,BP_13,BP_14,BP_15,BP_16,BP_17,BP_18,BP_19,BP_20,BP_21,BP_22,BP_23,BP_24
Erlang,1.0,0.25,0.0625,0.015625,0.00390625,0.0009765625,10.0,2.5,0.625,0.15625,0.0390625,0.009765625,100.0,25.0,6.25,1.5625,0.390625,0.09765625,1000.0,250.0,62.5,15.625,3.90625,0.9765625
10,0.0,0.0,0.0,0.0,0.0,0.0,0.00098001002619641,0.0,0.0,0.0,0.0,0.0,0.8017425037102435,0.255353466614754,0.0,0.0,0.0,0.0,0.9799962774566099,0.9198860207643905,0.6853203506271683,0.03509876469165207,0.0,0.0
